Description,Location,Price,Bedrooms,Bathrooms,Floor_area,Land_area,Latitude,Longitude,Cluster,region
2 Bedroom House and Lot Unit for Sale at White Plains Porac (Tangerine),"Salu, Porac",1227000,2,1,39.0,107.0,15.0188367,120.5412948,0,Central Luzon
"L-TH-1-134- Acquired Property for Sale in Lot 2A, Psd 394736, Cogeo Avenue, Cogeo Village, Brgy. Bagong Nayon, Antipolo City, Rizal - Retail","Bagong Nayon, Antipolo",3398700,1,0,243.0,77.0,14.6261877,121.1685012,3,Calabarzon
For Sale: 2 Storey Townhouse in Antipolo City w/ 3BR (nr Robinson’s Mall) PH2857,"Cupang, Antipolo",6560400,3,2,99.27,60.7,14.6360063,121.1240475,0,National Capital Region
"Fully Furnished House For Sale in Villa de Mercedes Subd. in Toril, Davao City","Toril, Davao",19500000,4,4,330.0,550.0,7.0380711,125.4651385,3,Davao
"5BR Multi-Level Modern House and Lot for Sale in Greenwoods Exec. Village,Cainta","San Andres, Cainta",26500000,5,5,350.0,150.0,14.5738922,121.111182,3,National Capital Region
"Brandnew House and Lot for sale in Woodridge Subd Ma-a, Davao City","Ma-A, Davao",16000000,4,4,202.0,180.0,7.0807144,125.5827159,3,Davao
House for Sale in Naic Cavite,"Timalan Balsahan, Naic",1600000,2,1,47.0,54.0,14.3358939,120.7871387,0,Calabarzon
House and lot for Sale Dasmarinas for as low as 12000 Monthly Thru Pag ibig,"Langkaan I, Dasmarinas",2068000,2,1,44.5,58.5,14.293724,120.9366838,0,Calabarzon
"House and Lot for Sale at SRE1 near Solenad, All Home, Nuvali. Santa Rosa City!","Don Jose, Santa Rosa",18000000,5,4,304.0,200.0,14.2548285,121.0664623,3,Calabarzon
"L-R-1-1134- Acquired Property  for Sale in Lots 329-C-3 and 329-C-1-A, Brgy. Talisay, Calatagan, Batangas","Talisay, Calatagan",8825300,0,0,375.0,1768.0,13.9073401,120.6275545,3,Calabarzon
"L-S-5-201604-2:Acquired Property for Sale Lot 11-B, Emerald Coast Executive Village, Brgy. Peas/Duale, Limay, Bataan","Duale, Limay",1665200,1,0,80.0,62.0,14.5578317,120.5874717,0,Central Luzon
"L-R-1-1025- Acquired Property for Sale in Lot 16, Block 25, Mimosa Lane St., Acacia Park Homes Subdivision, Brgy. Saimsim, Calamba City, Laguna","Saimsim, Calamba",3500000,0,0,157.3,65.0,14.1674376,121.1461677,0,Calabarzon
"Alyza Single Detached in Victoria South of Alabang, Muntinlupa","Tunasan, Muntinlupa",13000000,3,3,140.0,240.0,14.3801129,121.0514828,0,National Capital Region
Charming and Cozy Feels Duplex House and Lot For Sale in Lower Antipolo,"Mayamot, Antipolo",13000000,4,3,144.0,120.0,14.6248348,121.1213588,0,National Capital Region
"For Sale Modern Design Corner Three (3) Storey Single Attached House, Las Piñas","Talon Dos, Las Pinas",15000000,5,4,240.0,122.0,14.4330886,120.9847045,3,Calabarzon
House and Lot with Infinity Pool Brand New For Sale in Antipolo City,"Inarawan, Antipolo",50000000,4,5,495.0,521.0,14.6246563,121.1803519,1,Calabarzon
"Suntrust Verona 4 Bedroom House and Lot for Sale in Silang, Cavite,- Gisella","Hoyo, Silang",6546210,4,2,116.4,176.0,14.1954985,121.0064911,0,Calabarzon
"V-R-2-113: Acquired Property  for Sale in Lot 18 and 20, Block 3, Road Lot 3, Edzaville Subdivision, Brgy. Binicuil, Kabankalan, Negros Occidental","Binicuil, Kabankalan",4202000,0,0,170.1,200.0,10.0216402,122.8224775,0,Western Visayas
"5 Bedroom Mansion for sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",900000000,5,5,1080.0,2571.0,14.4226096,121.0269407,2,National Capital Region
Newly Renovated 3 Bedroom House for Sale in BF Homes Parañaque,"B.F. Homes, Paranaque",17800000,3,2,280.0,280.0,14.4462789,121.0274109,3,National Capital Region
"Modern Contemporary House for sale in Greenwoods Pasig city near Taguig, Makati","San Miguel, Pasig",25000000,6,6,380.0,150.0,14.5658684,121.0855568,3,National Capital Region
3 Bedroom Townhouse Unit for sale at Courtyards at Golden Horizon (Stefania),"Hugo Perez Rd Perez, Trece Martires",2110795,3,2,64.26,50.0,14.282215,120.8905553,0,Calabarzon
Sale: 5 Bedrooms Brand New Townhouse in New Manila near Robinsons Magnolia,"New Manila, Quezon City",65000000,5,5,488.0,167.0,14.6134141,121.0291416,1,National Capital Region
"For Sale > 3 Bedroom House and Lot in Dasmariñas, Cavite inside FCIE Compound","Langkaan I, Dasmarinas",3200000,3,2,110.0,150.0,14.293724,120.9366838,0,Calabarzon
Townhouse for sale at Sunrise Alexa Subdivision Hills (Jaden Model),"Dely St Muntingdilaw, Antipolo",5324500,2,2,88.0,60.0,14.5984702,121.1282932,0,Calabarzon
"L-S-5-201604-3- Acquired Property for Sale in Unit 13-A, Ruby St.,  EMERALD COAST EXECUTIVE VILLAGE, Brgy. Peas/Duale, Limay, Bataan - Sub","Duale, Limay",1665200,1,0,80.0,62.0,14.5578317,120.5874717,0,Central Luzon
Brandnew house w pool im Mckinley Hill nr BGC Taguig,"McKinley Hill, Taguig",208000000,5,6,642.0,288.0,14.5330489,121.0524293,1,National Capital Region
"House for Sale with Swimming Pool in Merville Park, Parañaque City","Merville, Paranaque",78000000,4,4,300.0,705.0,14.501909,121.0266683,3,National Capital Region
"L-R-1-831- Acquired Property for Sale in Lot 7 & 8, Block 1, Andaman Village, Brgy. Gulang - Gulang, Lucena City, Quezon - Retail","Gulang-Gulang, Lucena",6691520,0,0,379.0,308.0,13.9607505,121.6097897,3,Calabarzon
"Corner House and Lot with Basement in Sun Valley Residential Estate, Antipolo","Inarawan, Antipolo",68000000,7,7,884.0,523.0,14.6246563,121.1803519,1,Calabarzon
"Brand New House for Sale in South Forbes Villas,  near Ayala Westgrove Heights","Inchican, Silang",17990000,3,2,220.0,150.0,14.2510549,121.0527366,3,Calabarzon
"V-R-2-102: Acquired Property  for Sale in Lot 29, Block 7, Road Lot 2, Golden River Village, Brgy. Taculing, Bacolod City, Negros Occidental","Taculing, Bacolod",2663200,0,0,90.0,96.0,10.6479647,122.9529624,0,Western Visayas
Spacious 4 Bedroom with comfort room For Sale - House and Lot in Lapu-Lapu City,"Agus, Lapu-Lapu",9000000,4,5,156.0,150.0,10.2807554,123.9843016,0,Central Visayas
St Joseph Ridgeview 01/24 Update | Single Attached House for sale in San Pedro,"Langgam, San Pedro",2484027,1,1,26.0,84.0,14.3269207,121.0178307,0,Calabarzon
Preselling 3 Bedroom 2 Carpark In Parang Marikina,"Parang, Marikina",6500000,3,2,81.0,88.81,14.6589442,121.1118171,0,National Capital Region
Townhouse For Sale in North Fairview with 1 Car Garage and 3 Bedrooms. PH2594,"Fairview, Quezon City",6950000,3,3,96.0,60.0,14.7055228,121.0742821,0,National Capital Region
"7 Bedroom House and Lot For Sale at Muntinlupa, Metro Manila","Alabang, Muntinlupa",63500000,7,7,700.0,460.0,14.4185637,121.0447216,1,National Capital Region
elegant single detached house in bf resort village las pinas city,"TALON DOS BF RESORT Talon Dos, Las Pinas",15000000,4,3,210.0,111.0,14.4330886,120.9847045,3,Calabarzon
"2 Bedroom House and Lot for Sale at Grand Royale in Malolos, Bulacan (Freya)","Bulihan, Malolos",3812480,2,2,52.0,96.0,14.8614278,120.8067497,0,Central Luzon
4 Bedroom Stunning Pre-selling House and Lot For Sale in Paranaque City,"B.F. Homes, Paranaque",45000000,4,4,350.0,280.0,14.4462789,121.0274109,3,National Capital Region
"Rent-to-Own 3 Bedroom in Sunny Homes, Padre Garcia, Batangas For Sale","Banaybanay, Padre Garcia",2300000,3,1,48.0,52.0,13.8998198,121.2182294,0,Calabarzon
"Ready For Occupancy House and Lot for Sale in San Pablo, Laguna","San Vicente, San Pablo",3500000,3,2,57.44,80.0,14.0226687,121.3416391,0,Calabarzon
"L-R-1-534- Acquired Property for Sale in Lot 32, Block 10, Wilfredo St., San Rafael Estate, Phase 2, Brgy. San Antonio / Santiago, Sto. Tomas, Batangas - Retail","San Antonio, Santo Tomas",7352100,0,0,229.66,288.0,15.8615884,120.564115,3,Ilocos
"For Sale: 3-BR Two-Storey House and Lot (San Fernando City, Pampanga)","Del Carmen, San Fernando",5000000,3,2,150.0,81.0,15.0487446,120.6882894,0,Central Luzon
3 Bedroom House and Lot for Sale at Menzi New Town in Bukidnon (Kentisbury),"Damilag, Manolo Fortich",1700000,3,2,52.5,116.0,8.3553282,124.8126054,0,Northern Mindanao
"L-R-1-1057- Acquired Property for Sale in Lot 269, Lopez Jaena St., Brgy. Poblacion 2, Batangas City, Batangas","Barangay 2, Batangas City",5728000,1,0,329.0,172.0,13.75526545,121.0608246,3,Calabarzon
15M | House and Lot for Sale in Mayamot Antipolo City,"Mayamot, Antipolo",15000000,3,3,160.0,120.0,14.6248348,121.1213588,0,National Capital Region
"Two Storey RFO 3 Bedroom Duplex House for Sale in Hermosa, Bataan","Balsic, Hermosa",2100000,3,1,70.0,118.0,14.8645114,120.490254,0,Central Luzon
2 Bedroom House and Lot Unit for Sale at White Plains Porac (Jasmine),"Salu, Porac",1788000,2,1,44.0,107.0,15.0188367,120.5412948,0,Central Luzon
"2 Bedroom Siena Single Attached for sale at Paradisimo in Malainen Luma, Cavite","Malainen Luma, Naic",1815200,2,1,38.0,84.0,14.270612,120.7919224,0,Calabarzon
"L-R-1-900- Acquired Property for Sale in Lot 15159, Pinsal Falls Road, Brgy. Laslasong Sur, Santa Maria, Ilocos Sur","Laslasong Sur, Santa Maria",4763300,0,0,225.0,1382.0,17.3880627,120.4949623,3,Ilocos
BF Homes House for Sale Parañaque,"B.F. Homes, Paranaque",32500000,5,4,370.0,280.0,14.4462789,121.0274109,3,National Capital Region
"Modern 4BR House and Lot for sale - Lindenwood, Muntinlupa City","Tunasan, Muntinlupa",50000000,4,4,475.0,338.0,14.3801129,121.0514828,1,National Capital Region
"Duplex House For Sale in New Intramuros Village, Quezon City","Diliman, Quezon City",13000000,3,3,180.0,60.0,14.6361294,121.0335841,3,National Capital Region
MODERN SCANDINAVIAN HOUSE IN ANGELES CITY,"Amsic, Angeles",12800000,4,4,128.0,150.0,15.1560029,120.5708031,0,Central Luzon
3Story House and Lot for Sale in San Mateo Woodland Hills With view Deck,"Silangan, San Mateo",14000000,3,3,240.0,152.0,14.65671895,121.1508088,3,Calabarzon
"L-R-1-339- Acquired Property for Sale in Lot 39, Block 5, Italy Street, Ivory Crest Village, Brgy. Salitran, Dasmari","Salitran I, Dasmarinas",2180000,0,0,116.0,55.0,14.3502316,120.9378666,0,Calabarzon
"2 Bedroom House & Lot For Sale at Kohana Grove, Silang, Cavite","Sabutan, Silang",3500000,2,2,67.0,80.0,14.2299502,120.9743357,0,Calabarzon
"L-R-1-873- Acquired Property for Sale in Lot 6014 Cad-381-D, Brgy. Nambalan, Santa Ignacia, Tarlac - Retail","Nambalan, Santa Ignacia",359600,0,0,64.0,334.0,15.6005657,120.4594029,0,Central Luzon
"L-S-1-201604-77- Acquired Property for Sale in Block 4, Lot 10, Kensington Village, Lancaster New City, Brgy. Navarro, Gen. Trias, Cavite","Navarro, General Trias",1822290,0,0,63.8,50.0,14.3863703,120.9017731,0,Calabarzon
"L-R-1-436- Acquired Property for Sale in Lot 11, Block 2, Road Lot K (Road Lot 1), Victoria Subdivision, Brgy. De La Paz, Bi","De La Paz, Binan",3953040,0,0,337.7,289.0,14.3489723,121.0849198,3,Calabarzon
"80 sqm Lot with 3 Bedrooms near Congressional, Quezon City","Congressional Avenue, Quezon City",10900000,3,1,140.0,80.0,14.6679427,121.0340442,0,National Capital Region
4-Bedroom House with Garden for Sale at Orchard Golf and Country Club Dasmariñas,"Salitran I, Dasmarinas",35000000,4,4,301.0,491.0,14.3502316,120.9378666,3,Calabarzon
"L-R-1-351- Acquired Property for Sale in Lot 11, Block 4, Road Lot 3, Villa Corazon III Subdivision, Brgy. Poblacion / Sta. Clara Sur, Pila, Laguna - Retail","Santa Clara Sur, Pila",1378190,0,0,78.1,110.0,14.2274672,121.3654733,0,Calabarzon
Beautiful well maintained House and Lot for sale in Camella Homes Silang,"Buho, Silang",8500000,3,3,120.0,108.0,14.1386647,120.9553978,0,Calabarzon
Prime Two Storey Fourplex 4 Bedroom For Sale along C6 Highway Taytay Rizal,"San Juan, Taytay",4700000,4,4,120.0,60.0,14.5585639,121.1360313,0,Calabarzon
"Single Detached Pre-owned House and Lot For Sale in Better Living, Paranaque","Don Bosco, Paranaque",15500000,4,3,260.0,200.0,14.4843304,121.0314209,3,National Capital Region
"Brand New House and Lot for sale in Granville Subdivision, Davao City","Catalunan Pequeno, Davao",3000000,2,1,36.0,120.0,7.0754348,125.520254,0,Davao
"345 sqm Lot with 7 Bedrooms in Tokyo Mansions, Silang, Cavite","Inchican, Silang",39000000,7,4,300.0,345.0,14.2510549,121.0527366,3,Calabarzon
"Ready to Occupy & Fully Furnished House and Lot for Sale in San Remigio, Cebu","Tambongon, San Remigio",3500000,0,0,30.0,915.0,11.0113336,123.9274047,0,Central Visayas
For Sale: Single Attached 3 bedrooms in Caloocan nr in SM Fairview with parking,"Saranay Road Bagumbong Caloocan City Bagumbong, Caloocan",4438000,3,2,72.0,80.0,14.7547818,121.0256669,0,Central Luzon
"3 Bedroom Townhouse For Sale in Westdale Villas, Tanza via Cavitex","Punta I, Tanza",1690000,3,1,45.0,36.0,14.3521701,120.8598484,0,Calabarzon
"Fully Furnished House and lot For Sale in Taytay, Rizal near SM Taytay",Taytay,9000000,4,2,160.0,111.0,14.5706996,121.13202,0,Calabarzon
Brand New Two-Storey Single Detached Modern House for sale in Parañaque,"B.F. Homes, Paranaque",24000000,3,3,290.0,204.0,14.4462789,121.0274109,3,National Capital Region
"2 Bedroom, 2 Storey House and Lot for Sale in Alaminos Laguna (1st Class Subd.)","Barangay II, Alaminos",4433750,2,2,106.0,138.0,14.0733361,121.256544,0,Calabarzon
2 Bedroom Single Attached Unit for sale at The Granary,"San Antonio Rd San Antonio, Binan",2750000,2,1,43.0,45.0,14.3313691,121.0855278,0,Calabarzon
"Rush Sale: Townhouse Unit in Vallejo Phase 3 Ext near Vermosa, Imus","Pasong Buaya II, Imus",3400000,2,1,80.0,57.5,14.3817416,120.968223,0,Calabarzon
"4 Storey Semi Furnished Townhouse For Sale in Teachers Village, Quezon City","Teachers Village East, Quezon City",22600000,4,4,265.69,68.0,14.6442313,121.059698,3,National Capital Region
"Foreclosed Property For Sale in Mabuhay Homes in Santa Rosa, Laguna","Dila, Santa Rosa",3700000,0,0,200.0,372.0,14.2898471,121.1095874,3,Calabarzon
"Townhouse For Sale in Teachers Village, Quezon City near Araneta Center","Teachers Village East, Quezon City",16000000,3,3,175.0,67.0,14.6442313,121.059698,3,National Capital Region
New Townhouse For Sale - Exclusive Village in Pasig City,"Santa Lucia, Pasig",8530000,3,2,132.0,90.0,14.5842641,121.1013028,0,National Capital Region
"Cara House & Lot 3 Bedroom with Balcony & Carport near Tagaytay for Sale, Silang","Biga I, Silang",7494000,3,2,66.0,121.0,14.2449652,120.9757013,0,Calabarzon
"L-R-1-1103 - Acquired Property for Sale in Lot 11, Block 3, (LRC) PSD-41084, Road Lot 1, Abacan Subdivision, Brgy. Calicanto, Batangas City, Batangas","Calicanto, Batangas City",4308966,0,0,185.37,346.0,13.7648295,121.0557838,3,Calabarzon
"The Villages at Lipa Single Attached 5 Bedroom House For Sale in Lipa, Batangas","Bugtong Na Pulo, Lipa",8365000,5,3,150.0,150.0,13.9984308,121.1674592,0,Calabarzon
"RFO 3 Bedroom Duplex Bungalow House and Lot for Sale in Balsic, Hermosa, Bataan","Balsic, Hermosa",1700000,3,1,40.0,70.0,14.8645114,120.490254,0,Central Luzon
"L-R-1-373- Acquired Property for Sale in Lot 38, Block 10, Road Lot 3, Celina Homes Technopark Subdivision, Brgy. Loma, Bi","Loma, Binan",2000000,0,0,115.0,63.0,14.2813004,121.0644428,0,Calabarzon
"3 Bedroom Townhouse for Sale in Hamilton Residences, Imus, Cavite","Bucandala III, Imus",3702000,3,0,94.0,50.0,14.4099191,120.9250223,0,Calabarzon
"5 Bedroom Modern Tropical House and Lot For Sale in BF Homes, Paranaque City","B.F. Homes, Paranaque",36000000,5,4,250.0,204.0,14.4462789,121.0274109,3,National Capital Region
"Fully Furnished House and Lot for Sale in an Exclusive Subdivision, Davao City","Buhangin, Davao",15900000,5,3,300.0,162.0,7.1469686,125.5940509,3,Davao
"4 Bedroom House and Lot for sale in General Trias, Cavite. near Tagaytay","Panungyanan, General Trias",4500000,4,2,81.0,100.0,14.2349557,120.9217871,0,Calabarzon
"Two-Storey House and Lot For Sale in Westwoods Grand Subdivision, Iloilo City","Dungon, Iloilo",8000000,4,3,240.0,212.0,10.7260028,122.539162,3,Western Visayas
"Newly Built 2-Storey House & Lot for Sale in Mandurriao, Iloilo City","Ana Ros Subdivision, Hibao-an Norte, Mandurriao Mandurriao, Iloilo",5500000,3,3,112.0,100.0,10.7298445,122.5251582,0,Western Visayas
RUSH SALE! UNFINISHED 3 STOREY  HOUSE AND LOT FOR SALE,"BAGONG NAYON 1 Bagong Nayon, Antipolo",5800000,7,5,151.0,150.0,14.62972185,121.1677207,0,Calabarzon
"4 Bedroom Duplex Unit for sale at Westridge Residences in Lawa, Laguna","Lawa, Calamba",2400000,4,2,62.22,60.0,14.2052753,121.1474637,0,Calabarzon
"L-S-5-201604-50- Acquired Property  for Sale in Lot 28, Block 6, Citta Grande Subdivision, Phase 5, Brgy. Silangan Isabang / Ibabang Iyam, Lucena City, Quezon","Ibabang Iyam, Lucena",1856100,0,0,60.0,60.0,13.9262972,121.6012926,0,Calabarzon
"L-R-1-190- Acquired Property for Sale in Lot 3-B, Brgy. Awai, San Jacinto, Pangasinan (No TD on Improvement) - Retail","Awai, San Jacinto",5142000,0,0,71.0,10000.0,16.0956447,120.481035,0,Ilocos
"Overlooking Multi-level Modern Home For Sale in Havila Township, Taytay","Santa Ana, Taytay",34000000,4,3,350.0,192.0,14.5654235,121.1267997,3,Calabarzon
Brand New Muji Theme House For Sale in Angeles City **Price is NEGOTIABLE,"Pandan, Angeles",28000000,4,3,272.0,221.0,15.1520332,120.6088623,3,Central Luzon
2 Bedroom Townhouse Unit for Sale at Quezon City in July Extension,"Project 8, Quezon City",5000000,2,1,69.0,35.0,14.6641862,121.0201724,0,National Capital Region
Ready For Occupancy House For Sale in Dasmariñas Cavite. Near La Salle Cavite,"Salitran I, Dasmarinas",10980000,3,3,110.0,120.0,14.3502316,120.9378666,0,Calabarzon
5 Bedroom Sophisticated Brand New 2-Storey House for sale in Greenwoods Pasig,"San Miguel, Pasig",15500000,5,3,180.0,120.0,14.5658684,121.0855568,3,National Capital Region
"Royal Pines House and Lot For Sale ! 600 sqm Lot Area for 22M, Tagaytay City","Maharlika West, Tagaytay",22000000,4,4,400.0,600.0,14.0977832,120.9430935,3,Calabarzon
"4BR House and Lot for sale at Kaybagal North, Tagaytay, Cavite","Kaybagal North, Tagaytay",13000000,4,5,300.0,400.0,14.1221752,120.9354195,3,Calabarzon
2 Bedroom House and Lot for Sale at Amaia Scapes Rizal (Inner),"Tatala Rd Tatala, Binangonan",2500000,2,1,50.0,64.0,14.4756233,121.2054562,0,Calabarzon
Furnished Modern Design House For Sale Near Skyway Betterliving Parañaque,"Don Bosco, Paranaque",18500000,5,5,240.0,210.0,14.4843304,121.0314209,3,National Capital Region
"V-R-2-81- Acquired Property for Sale in Lot 3, Block 11, Scrub Pine St., Savannah Glen E3 Subdivision, Brgy. Abilay Norte, Oton, Iloilo","Abilay Norte, Oton",2340000,0,0,60.0,144.0,10.744577,122.4920457,0,Western Visayas
"L-R-1-1007 - Acquired Property for Sale in Lot 42, Block 17, Balagtas St., San Isidro Village, Phase 2, Brgy. San Isidro, Batangas City, Batangas","San Isidro, Batangas City",4209500,0,0,153.0,115.0,13.733626,121.0765364,0,Calabarzon
