Description,Location,Price,Bedrooms,Bathrooms,Floor_area,Land_area,Latitude,Longitude,Cluster,region
"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 150sqm","Aningway Sacatihan, Subic",7907000,3,2,66.0,150.0,14.9131781,120.2282421,0,Central Luzon
"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 121sqm","Aningway Sacatihan, Subic",7421000,5,3,100.0,121.0,14.9131781,120.2282421,0,Central Luzon
"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani 99sqm","Aningway Sacatihan, Subic",6087000,4,3,83.0,99.0,14.9131781,120.2282421,0,Central Luzon
"4BR 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",9500000,4,4,132.0,66.0,14.3152974,120.9450966,0,Calabarzon
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit Facing Clubhouse (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28572000,3,3,219.3,103.0,14.4321626,121.0452418,3,National Capital Region
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26365000,3,3,219.3,90.0,14.4321626,121.0452418,3,National Capital Region
"3BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Cocoon","Divisoria, Mexico",3190000,3,2,60.0,80.0,14.4321626,121.0452418,0,National Capital Region
"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 162sqm","Aningway Sacatihan, Subic",8277000,3,2,66.0,162.0,14.9131781,120.2282421,0,Central Luzon
"2BR 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | APITONG","Sapang Biabas, Mabalacat",2224500,2,1,50.0,65.0,15.1987752,120.6026101,0,Central Luzon
Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,"Cupang, Muntinlupa",31348000,3,3,247.4,92.0,14.4378843,121.0503212,3,National Capital Region
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 132sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",9584000,5,3,142.0,132.0,15.468244,120.9764138,0,Central Luzon
"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 110sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7618000,5,3,100.0,110.0,15.468244,120.9764138,0,Central Luzon
"BTS 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4383000,2,1,40.0,63.0,15.468244,120.9764138,0,Central Luzon
"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani 146sqm","Aningway Sacatihan, Subic",7340000,4,3,83.0,146.0,14.9131781,120.2282421,0,Central Luzon
Avida Land an Ayala land Company House and Lot in Pampanga,"Mining, Angeles",8000000,3,2,84.0,84.0,15.1451282,120.6028533,0,Central Luzon
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",34016000,3,3,247.4,93.0,14.4321626,121.0452418,3,National Capital Region
"3-Bedroom Townhouse for Sale in Kawit, Cavite at Lancaster New City | ANICA Model","San Sebastian, Kawit",2389000,3,1,50.0,50.0,14.4129793,120.8886677,0,Calabarzon
"3BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, SA65","Bugtong Na Pulo, Lipa",4928000,3,1,65.0,116.0,13.9984308,121.1674592,0,Calabarzon
"Ready For You: 2BR Townhouse (TH53) for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village at Php 63,433 monthly amortization","Bugtong Na Pulo, Lipa",4006000,2,1,53.0,52.0,13.9984308,121.1674592,0,Calabarzon
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10956000,5,3,166.0,143.0,15.468244,120.9764138,0,Central Luzon
"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8686000,4,3,85.0,141.0,15.468244,120.9764138,0,Central Luzon
"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 65sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3230000,2,1,36.0,65.0,15.468244,120.9764138,0,Central Luzon
"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 89sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5772000,2,2,53.0,89.0,15.468244,120.9764138,0,Central Luzon
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 121sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8732000,5,3,142.0,121.0,15.468244,120.9764138,0,Central Luzon
"RFO 4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana Combo 204sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10863000,4,3,85.0,204.0,15.468244,120.9764138,0,Central Luzon
"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 42sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2793000,2,1,36.0,42.0,15.468244,120.9764138,0,Central Luzon
"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3309000,2,1,36.0,63.0,15.468244,120.9764138,0,Central Luzon
"3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara w/ CB 110sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6650000,3,2,66.0,110.0,15.468244,120.9764138,0,Central Luzon
"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 88sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5079000,2,2,53.0,88.0,15.468244,120.9764138,0,Central Luzon
"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 40sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2698000,2,1,36.0,40.0,15.468244,120.9764138,0,Central Luzon
"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Elaisa","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10692000,5,3,97.0,121.0,15.468244,120.9764138,0,Central Luzon
"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena EU","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4263000,2,1,40.0,60.0,15.468244,120.9764138,0,Central Luzon
"4-Bedroom 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",9500000,4,4,132.0,66.0,14.3152974,120.9450966,0,Calabarzon
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28090000,3,3,219.3,90.0,14.4321626,121.0452418,3,National Capital Region
"4BR 2-Storey Single Detached House and Lot for Sale in Compostela, Cebu at Amoa | Asha Model","Tamiao, Compostela",7021000,4,2,82.0,120.0,10.4382884,123.9947249,0,Central Visayas
"Ready For You: Duplex House and Lot Side by Side for Sale in Capas, Tarlac at Ajoya Capas at Php 28,108.33 monthly amortization","Talaga, Capas",3573000,0,2,66.0,80.0,15.38374425,120.5870832,0,Central Luzon
"For Sale 3BR Single Attached-Complete House and Lot in Santa Maria, Bulacan at North Orchard Residences","Caysio Rd. Caysio, Santa Maria",5183808,3,2,75.26,80.0,14.8482305,120.969695,0,Central Luzon
"3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara w/ CB 99sqm","Longos, Malolos",6924000,3,2,66.0,99.0,14.87426,120.7915336,0,Central Luzon
"For Sale 3-Bedroom Townhouse in Tanza, Cavite at Micara Estates | PORTIA Typical Corner Unit w/ Fence","Antero Soriano Highway Sahud Ulan, Tanza",2839149,3,1,45.0,62.0,14.372626,120.8262141,0,Calabarzon
"Beautiful House and Lot with 4BR for Sale in BF East Phase 6, Muntinlupa City","Cupang, Muntinlupa",43000000,4,3,400.0,350.0,14.4378843,121.0503212,3,National Capital Region
"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena IU","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3302000,2,1,40.0,42.0,15.468244,120.9764138,0,Central Luzon
"2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - End","Tamiao, Compostela",4389000,2,2,53.0,70.0,10.4382884,123.9947249,0,Central Visayas
"3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | AIRA Model","Pasong Camachile I, General Trias",5282600,3,2,80.0,92.0,14.3723207,120.8976745,0,Calabarzon
"3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara","Longos, Malolos",6754000,3,2,66.0,99.0,14.87426,120.7915336,0,Central Luzon
"3-Bedroom House and Lot for Sale in Pavia, Iloilo at Parc Regency Residences | PALMS Model","Ungka II, Pavia",3198000,3,2,60.0,100.0,10.7529006,122.5376029,0,Western Visayas
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",27088000,3,3,219.3,90.0,14.4321626,121.0452418,3,National Capital Region
"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 141sqm","MacArthur Hwy Anonas, Urdaneta",8237000,3,2,66.0,141.0,16.0015834,120.5760561,0,Ilocos
"New Fields Phase 2 | 2BR House and Lot for Sale in Teresa, Rizal | Futura by Filinvest","Manna East Dalig, Teresa",4470800,2,1,40.31,85.0,14.5663993,121.2157297,0,Calabarzon
"3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | MARGARET Model","San Sebastian, Kawit",5690000,3,2,72.0,100.0,14.4129793,120.8886677,0,Calabarzon
"2-Storey House, 5 Bedrooms in Camella Silang Terrazas| Freya","Adlas, Silang",12684000,5,3,142.0,174.0,14.2568411,120.965521,0,Calabarzon
"4-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | BRIANA Model","Pasong Camachile I, General Trias",6756360,4,3,110.0,100.0,14.3723207,120.8976745,0,Calabarzon
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28216000,3,3,219.3,90.0,14.4321626,121.0452418,3,National Capital Region
Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,"Cupang, Muntinlupa",31111000,3,3,247.4,92.0,14.4378843,121.0503212,3,National Capital Region
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",31111000,3,3,247.4,92.0,14.4321626,121.0452418,3,National Capital Region
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26953000,3,3,219.3,91.0,14.4321626,121.0452418,3,National Capital Region
Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,"Cupang, Muntinlupa",32539000,3,3,247.4,93.0,14.4378843,121.0503212,3,National Capital Region
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",34604000,3,3,247.4,94.0,14.4321626,121.0452418,3,National Capital Region
"Shophouse for Sale in Capas, Tarlac at Ajoya Capas","Talaga, Capas",8723000,0,2,99.0,60.0,15.38374425,120.5870832,0,Central Luzon
"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",32568000,3,3,247.4,92.0,14.4321626,121.0452418,3,National Capital Region
"3BR Single Attached-Complete House and Lot for Sale in Santa Maria, Bulacan at North Orchard Residences","Caysio Rd. Caysio, Santa Maria",5183808,3,2,75.26,80.0,14.8482305,120.969695,0,Central Luzon
"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 163sqm","Aningway Sacatihan, Subic",8463000,5,3,100.0,163.0,14.9131781,120.2282421,0,Central Luzon
"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Criselle 73sqm","Aningway Sacatihan, Subic",3790000,2,1,40.0,73.0,14.9131781,120.2282421,0,Central Luzon
"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara 95sqm","Aningway Sacatihan, Subic",6060000,3,2,66.0,95.0,14.9131781,120.2282421,0,Central Luzon
3-Bedroom Quadruplex House and Lot for Sale in General Trias Cavite at Minami Residences | HANNA Model,"Arnaldo Highway Santiago, General Trias",4058400,3,2,54.0,80.0,14.3443205,120.9058453,0,Calabarzon
"Townhouse for Sale 2 bedroom in San Rafael, Bulacan at Primeworld Enclave","Caingin, San Rafael",1800000,2,1,46.0,41.0,14.9717467,120.9434431,0,Central Luzon
"Ready For You: 2BR 2-Storey Townhouse (Amita) for Sale in Compostela, Cebu at Amoa at Php 45,824 monthly amortization","Tamiao, Compostela",5049000,2,2,53.0,50.0,10.4382884,123.9947249,0,Central Visayas
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 121sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7650000,5,3,100.0,121.0,15.468244,120.9764138,0,Central Luzon
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",9153000,5,3,100.0,141.0,15.468244,120.9764138,0,Central Luzon
"OG 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 64sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4787000,2,1,46.0,64.0,15.468244,120.9764138,0,Central Luzon
3BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Cara 99sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6497000,3,2,66.0,99.0,15.468244,120.9764138,0,Central Luzon
"4BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, SA80","Bugtong Na Pulo, Lipa",5692000,4,2,80.0,100.0,13.9984308,121.1674592,0,Calabarzon
"For Sale 3-Bedroom Quadruplex House and Lot in General Trias, Cavite at Minami Residences | HANNA Model","Arnaldo Highway Santiago, General Trias",4058400,3,2,54.0,80.0,14.3443205,120.9058453,0,Calabarzon
"3BR Single Detached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",4896200,3,2,81.0,117.0,15.4799841,120.9920413,0,Central Luzon
"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 153sqm","Aningway Sacatihan, Subic",9185000,5,3,142.0,153.0,14.9131781,120.2282421,0,Central Luzon
"For Sale : Townhouse Near SM Tanza Cavite with Carport, as low as 8K Monthly!","Julugan I, Tanza",1650408,2,1,44.0,36.0,14.4053429,120.8428788,0,Calabarzon
5BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Greta 143sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10575000,5,3,166.0,143.0,15.468244,120.9764138,0,Central Luzon
"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Marga 54sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4259000,2,1,46.0,54.0,15.468244,120.9764138,0,Central Luzon
"For Sale 2BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 88sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5425000,2,2,53.0,88.0,15.468244,120.9764138,0,Central Luzon
"For Sale 2BR 2-Storey Townhouse in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3146000,2,1,36.0,63.0,15.468244,120.9764138,0,Central Luzon
"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 36sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2799000,2,1,36.0,36.0,15.468244,120.9764138,0,Central Luzon
"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Mara CL","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7240000,3,2,53.0,133.0,15.468244,120.9764138,0,Central Luzon
"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reva","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4348000,2,1,40.0,63.0,15.468244,120.9764138,0,Central Luzon
"2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - Mid","Tamiao, Compostela",4389000,2,2,53.0,50.0,10.4382884,123.9947249,0,Central Visayas
"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella 95sqm","Aningway Sacatihan, Subic",5578000,2,2,53.0,95.0,14.9131781,120.2282421,0,Central Luzon
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 158sqm","MacArthur Hwy Anonas, Urdaneta",8727000,3,2,66.0,158.0,16.0015834,120.5760561,0,Ilocos
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 88sqm","MacArthur Hwy Anonas, Urdaneta",5301000,3,2,66.0,88.0,16.0015834,120.5760561,0,Ilocos
"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 174sqm","MacArthur Hwy Anonas, Urdaneta",9375000,3,2,66.0,174.0,16.0015834,120.5760561,0,Ilocos
"Austine Homes | P500 2BR Townhouse for Sale in Mabalacat, Pampanga | Futura by Filinvest","Santa Maria, Mabalacat",1979000,2,1,38.88,43.2,15.2270079,120.5922007,0,Central Luzon
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",31348000,3,3,247.4,92.0,14.4321626,121.0452418,3,National Capital Region
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",32514000,3,3,247.4,92.0,14.4321626,121.0452418,3,National Capital Region
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",32331000,3,3,247.4,94.0,14.4321626,121.0452418,3,National Capital Region
"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",32184000,3,3,247.4,92.0,14.4321626,121.0452418,3,National Capital Region
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",,34016000,3,3,247.4,93.0,14.4321626,121.0452418,3,National Capital Region
Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Corner Unit,"Cupang, Muntinlupa",32331000,3,3,247.4,94.0,14.4378843,121.0503212,3,National Capital Region
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",,27088000,3,3,219.3,90.0,14.4321626,121.0452418,3,National Capital Region
Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,"Cupang, Muntinlupa",31706000,3,3,247.4,92.0,14.4378843,121.0503212,3,National Capital Region
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",27676000,3,3,219.3,91.0,14.4321626,121.0452418,3,National Capital Region
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",29098000,3,3,219.3,106.0,14.4321626,121.0452418,3,National Capital Region
"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella SF 88sqm","Aningway Sacatihan, Subic",4866000,2,2,53.0,88.0,14.9131781,120.2282421,0,Central Luzon
"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella SF 115sqm","Aningway Sacatihan, Subic",5605000,2,2,53.0,115.0,14.9131781,120.2282421,0,Central Luzon
"3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | CHESSA Model","San Sebastian, Kawit",5978000,3,3,90.0,100.0,14.4129793,120.8886677,0,Calabarzon
"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 176sqm","Aningway Sacatihan, Subic",10770000,5,3,166.0,176.0,14.9131781,120.2282421,0,Central Luzon
"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 190sqm","Aningway Sacatihan, Subic",11739000,5,3,142.0,190.0,14.9131781,120.2282421,0,Central Luzon
"3BR Single Attached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",4772388,3,2,80.0,203.0,15.4799841,120.9920413,0,Central Luzon
"4-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | ALEXANDRA Model","San Sebastian, Kawit",7410000,4,3,100.0,120.0,14.4129793,120.8886677,0,Calabarzon
3-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | MADELYN Model,"Ungka II, Pavia",4436364,3,2,72.0,100.0,10.7529006,122.5376029,0,Western Visayas
"3BR House and Lot for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!","President Jose P. Laurel Hwy Banaybanay II, San Jose",8700000,3,3,84.75,125.21,13.9184235,121.1054948,0,Calabarzon
"3BR 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | AGOHO","Sapang Biabas, Mabalacat",2706500,3,2,62.0,65.0,15.1987752,120.6026101,0,Central Luzon
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26953000,3,3,219.3,91.0,14.4302736,121.0452586,3,National Capital Region
"For Sale 3BR House and Lot in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!","President Jose P. Laurel Hwy Banaybanay II, San Jose",8700000,3,3,84.75,125.21,13.9184235,121.1054948,0,Calabarzon
"Ready For You: Shophouse for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",7452000,3,2,80.0,203.0,15.4799841,120.9920413,0,Central Luzon
"3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | MARGARET Model","Pasong Camachile I, General Trias",5690000,3,2,72.0,100.0,14.3723207,120.8976745,0,Calabarzon
"Ready For You: Shophouse for Sale in Capas, Tarlac at Ajoya Capas at Php 75,608.33 monthly amortization","Talaga, Capas",9273000,0,2,99.0,60.0,15.38374425,120.5870832,0,Central Luzon
"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 110sqm","MacArthur Hwy Anonas, Urdaneta",5691000,2,2,53.0,110.0,16.0015834,120.5760561,0,Ilocos
"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 230sqm","Aningway Sacatihan, Subic",13479000,5,3,166.0,230.0,14.9131781,120.2282421,0,Central Luzon
"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 246sqm","MacArthur Hwy Anonas, Urdaneta",8434000,2,2,53.0,246.0,16.0015834,120.5760561,0,Ilocos
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28678000,3,3,219.3,91.0,14.4302736,121.0452586,3,National Capital Region
"4BR Single Detached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",5772333,4,2,96.0,196.0,15.4799841,120.9920413,0,Central Luzon
"2BR 2-Storey Townhouse for Sale in Malolos, Bulacan at Camella Provence | Arielle EU 74sqm","Longos, Malolos",4079000,2,1,36.0,74.0,14.87426,120.7915336,0,Central Luzon
"RFO 4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Drina w/ CB","Longos, Malolos",12576000,4,3,83.0,132.0,14.87426,120.7915336,0,Central Luzon
"4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Dana","Longos, Malolos",7425000,4,3,85.0,99.0,14.87426,120.7915336,0,Central Luzon
"RFO 2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Criselle 63sqm","Longos, Malolos",4414000,2,1,36.0,63.0,14.87426,120.7915336,0,Central Luzon
"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4608000,2,1,46.0,63.0,15.468244,120.9764138,0,Central Luzon
"RFO 5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 142sqm","Aningway Sacatihan, Subic",10185000,5,3,142.0,142.0,14.9131781,120.2282421,0,Central Luzon
2BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3702000,2,1,40.0,63.0,15.468244,120.9764138,0,Central Luzon
"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reana 64sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4432000,2,1,40.0,64.0,15.468244,120.9764138,0,Central Luzon
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 121sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8158000,5,3,100.0,121.0,15.468244,120.9764138,0,Central Luzon
"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dani w/ CB","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7764000,4,3,83.0,110.0,15.468244,120.9764138,0,Central Luzon
